external_learning_efficiency,platform_capture_share,equivalent_pareto_tail_index,neutrality_penalty,regime,ownership_size,incremental_private_value,capture_upgrade,productive_learning_upgrade,external_access_slope,selection_margin,platform_full_rollup_capture_threshold
0.05000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.99252292,2.01398438,1.34662500,-0.13781250,0.80403727,0.44567091
0.06250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.99080027,2.02998047,1.32890625,-0.13781250,0.80079703,0.44215906
0.07500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98907761,2.04597656,1.31118750,-0.13781250,0.79755680,0.43870212
0.08750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98735495,2.06197266,1.29346875,-0.13781250,0.79431656,0.43529882
0.10000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98563230,2.07796875,1.27575000,-0.13781250,0.79107633,0.43194791
0.11250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98390964,2.09396484,1.25803125,-0.13781250,0.78783610,0.42864820
0.12500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98218699,2.10996094,1.24031250,-0.13781250,0.78459586,0.42539852
0.13750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.98046433,2.12595703,1.22259375,-0.13781250,0.78135563,0.42219774
0.15000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97874167,2.14195313,1.20487500,-0.13781250,0.77811539,0.41904477
0.16250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97701902,2.15794922,1.18715625,-0.13781250,0.77487516,0.41593854
0.17500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97529636,2.17394531,1.16943750,-0.13781250,0.77163492,0.41287803
0.18750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97357370,2.18994141,1.15171875,-0.13781250,0.76839469,0.40986222
0.20000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97185105,2.20593750,1.13400000,-0.13781250,0.76515445,0.40689016
0.21250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.97012839,2.22193359,1.11628125,-0.13781250,0.76191422,0.40396088
0.22500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.96840574,2.23792969,1.09856250,-0.13781250,0.75867399,0.40107348
0.23750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.96668308,2.25392578,1.08084375,-0.13781250,0.75543375,0.39822707
0.25000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.96496042,2.26992188,1.06312500,-0.13781250,0.75219352,0.39542077
0.26250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.96323777,2.28591797,1.04540625,-0.13781250,0.74895328,0.39265375
0.27500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.96151511,2.30191406,1.02768750,-0.13781250,0.74571305,0.38992518
0.28750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95979245,2.31791016,1.00996875,-0.13781250,0.74247281,0.38723427
0.30000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95806980,2.33390625,0.99225000,-0.13781250,0.73923258,0.38458025
0.31250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95634714,2.34990234,0.97453125,-0.13781250,0.73599235,0.38196236
0.32500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95462449,2.36589844,0.95681250,-0.13781250,0.73275211,0.37937988
0.33750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95290183,2.38189453,0.93909375,-0.13781250,0.72951188,0.37683207
0.35000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.95117917,2.39789063,0.92137500,-0.13781250,0.72627164,0.37431826
0.36250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94945652,2.41388672,0.90365625,-0.13781250,0.72303141,0.37183777
0.37500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94773386,2.42988281,0.88593750,-0.13781250,0.71979117,0.36938993
0.38750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94601120,2.44587891,0.86821875,-0.13781250,0.71655094,0.36697412
0.40000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94428855,2.46187500,0.85050000,-0.13781250,0.71331070,0.36458969
0.41250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94256589,2.47787109,0.83278125,-0.13781250,0.71007047,0.36223606
0.42500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.94084324,2.49386719,0.81506250,-0.13781250,0.70683024,0.35991261
0.43750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93912058,2.50986328,0.79734375,-0.13781250,0.70359000,0.35761878
0.45000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93739792,2.52585938,0.77962500,-0.13781250,0.70034977,0.35535401
0.46250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93567527,2.54185547,0.76190625,-0.13781250,0.69710953,0.35311774
0.47500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93395261,2.55785156,0.74418750,-0.13781250,0.69386930,0.35090944
0.48750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93222995,2.57384766,0.72646875,-0.13781250,0.69062906,0.34872859
0.50000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.93050730,2.58984375,0.70875000,-0.13781250,0.68738883,0.34657467
0.51250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92878464,2.60583984,0.69103125,-0.13781250,0.68414860,0.34444721
0.52500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92706199,2.62183594,0.67331250,-0.13781250,0.68090836,0.34234570
0.53750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92533933,2.63783203,0.65559375,-0.13781250,0.67766813,0.34026968
0.55000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92361667,2.65382813,0.63787500,-0.13781250,0.67442789,0.33821868
0.56250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92189402,2.66982422,0.62015625,-0.13781250,0.67118766,0.33619227
0.57500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.92017136,2.68582031,0.60243750,-0.13781250,0.66794742,0.33418999
0.58750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.91844870,2.70181641,0.58471875,-0.13781250,0.66470719,0.33221142
0.60000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.91672605,2.71781250,0.56700000,-0.13781250,0.66146695,0.33025614
0.61250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.91500339,2.73380859,0.54928125,-0.13781250,0.65822672,0.32832374
0.62500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.91328074,2.74980469,0.53156250,-0.13781250,0.65498649,0.32641382
0.63750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.91155808,2.76580078,0.51384375,-0.13781250,0.65174625,0.32452600
0.65000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90983542,2.78179687,0.49612500,-0.13781250,0.64850602,0.32265988
0.66250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90811277,2.79779297,0.47840625,-0.13781250,0.64526578,0.32081511
0.67500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90639011,2.81378906,0.46068750,-0.13781250,0.64202555,0.31899131
0.68750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90466745,2.82978516,0.44296875,-0.13781250,0.63878531,0.31718813
0.70000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90294480,2.84578125,0.42525000,-0.13781250,0.63554508,0.31540522
0.71250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.90122214,2.86177734,0.40753125,-0.13781250,0.63230485,0.31364224
0.72500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89949949,2.87777344,0.38981250,-0.13781250,0.62906461,0.31189886
0.73750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89777683,2.89376953,0.37209375,-0.13781250,0.62582438,0.31017475
0.75000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89605417,2.90976563,0.35437500,-0.13781250,0.62258414,0.30846961
0.76250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89433152,2.92576172,0.33665625,-0.13781250,0.61934391,0.30678310
0.77500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89260886,2.94175781,0.31893750,-0.13781250,0.61610367,0.30511494
0.78750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.89088620,2.95775391,0.30121875,-0.13781250,0.61286344,0.30346482
0.80000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88916355,2.97375000,0.28350000,-0.13781250,0.60962320,0.30183245
0.81250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88744089,2.98974609,0.26578125,-0.13781250,0.60638297,0.30021755
0.82500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88571824,3.00574219,0.24806250,-0.13781250,0.60314274,0.29861984
0.83750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88399558,3.02173828,0.23034375,-0.13781250,0.59990250,0.29703905
0.85000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88227292,3.03773438,0.21262500,-0.13781250,0.59666227,0.29547490
0.86250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.88055027,3.05373047,0.19490625,-0.13781250,0.59342203,0.29392714
0.87500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87882761,3.06972656,0.17718750,-0.13781250,0.59018180,0.29239551
0.88750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87710495,3.08572266,0.15946875,-0.13781250,0.58694156,0.29087976
0.90000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87538230,3.10171875,0.14175000,-0.13781250,0.58370133,0.28937964
0.91250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87365964,3.11771484,0.12403125,-0.13781250,0.58046110,0.28789492
0.92500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87193699,3.13371094,0.10631250,-0.13781250,0.57722086,0.28642535
0.93750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.87021433,3.14970703,0.08859375,-0.13781250,0.57398063,0.28497071
0.95000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.86849167,3.16570313,0.07087500,-0.13781250,0.57074039,0.28353077
0.96250000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.86676902,3.18169922,0.05315625,-0.13781250,0.56750016,0.28210531
0.97500000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.86504636,3.19769531,0.03543750,-0.13781250,0.56425992,0.28069411
0.98750000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.86332370,3.21369141,0.01771875,-0.13781250,0.56101969,0.27929696
1.00000000,0.04375000,1.04794521,5.00000000,full_network_rollup,6,1.86160105,3.22968750,0.00000000,-0.13781250,0.55777945,0.27791365
0.00000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.96941355,1.92000000,1.41750000,-0.15750000,0.81199820,0.46029449
0.01250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.96744480,1.93575000,1.39978125,-0.15750000,0.80871695,0.45654936
0.02500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.96547605,1.95150000,1.38206250,-0.15750000,0.80543570,0.45286468
0.03750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.96350730,1.96725000,1.36434375,-0.15750000,0.80215445,0.44923900
0.05000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.96153855,1.98300000,1.34662500,-0.15750000,0.79887320,0.44567091
0.06250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.95956980,1.99875000,1.32890625,-0.15750000,0.79559195,0.44215906
0.07500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.95760105,2.01450000,1.31118750,-0.15750000,0.79231070,0.43870212
0.08750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.95563230,2.03025000,1.29346875,-0.15750000,0.78902945,0.43529882
0.10000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.95366355,2.04600000,1.27575000,-0.15750000,0.78574820,0.43194791
0.11250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.95169480,2.06175000,1.25803125,-0.15750000,0.78246695,0.42864820
0.12500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.94972605,2.07750000,1.24031250,-0.15750000,0.77918570,0.42539852
0.13750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.94775730,2.09325000,1.22259375,-0.15750000,0.77590445,0.42219774
0.15000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.94578855,2.10900000,1.20487500,-0.15750000,0.77262320,0.41904477
0.16250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.94381980,2.12475000,1.18715625,-0.15750000,0.76934195,0.41593854
0.17500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.94185105,2.14050000,1.16943750,-0.15750000,0.76606070,0.41287803
0.18750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93988230,2.15625000,1.15171875,-0.15750000,0.76277945,0.40986222
0.20000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93791355,2.17200000,1.13400000,-0.15750000,0.75949820,0.40689016
0.21250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93594480,2.18775000,1.11628125,-0.15750000,0.75621695,0.40396088
0.22500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93397605,2.20350000,1.09856250,-0.15750000,0.75293570,0.40107348
0.23750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93200730,2.21925000,1.08084375,-0.15750000,0.74965445,0.39822707
0.25000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.93003855,2.23500000,1.06312500,-0.15750000,0.74637320,0.39542077
0.26250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.92806980,2.25075000,1.04540625,-0.15750000,0.74309195,0.39265375
0.27500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.92610105,2.26650000,1.02768750,-0.15750000,0.73981070,0.38992518
0.28750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.92413230,2.28225000,1.00996875,-0.15750000,0.73652945,0.38723427
0.30000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.92216355,2.29800000,0.99225000,-0.15750000,0.73324820,0.38458025
0.31250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.92019480,2.31375000,0.97453125,-0.15750000,0.72996695,0.38196236
0.32500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.91822605,2.32950000,0.95681250,-0.15750000,0.72668570,0.37937988
0.33750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.91625730,2.34525000,0.93909375,-0.15750000,0.72340445,0.37683207
0.35000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.91428855,2.36100000,0.92137500,-0.15750000,0.72012320,0.37431826
0.36250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.91231980,2.37675000,0.90365625,-0.15750000,0.71684195,0.37183777
0.37500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.91035105,2.39250000,0.88593750,-0.15750000,0.71356070,0.36938993
0.38750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.90838230,2.40825000,0.86821875,-0.15750000,0.71027945,0.36697412
0.40000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.90641355,2.42400000,0.85050000,-0.15750000,0.70699820,0.36458969
0.41250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.90444480,2.43975000,0.83278125,-0.15750000,0.70371695,0.36223606
0.42500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.90247605,2.45550000,0.81506250,-0.15750000,0.70043570,0.35991261
0.43750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.90050730,2.47125000,0.79734375,-0.15750000,0.69715445,0.35761878
0.45000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.89853855,2.48700000,0.77962500,-0.15750000,0.69387320,0.35535401
0.46250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.89656980,2.50275000,0.76190625,-0.15750000,0.69059195,0.35311774
0.47500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.89460105,2.51850000,0.74418750,-0.15750000,0.68731070,0.35090944
0.48750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.89263230,2.53425000,0.72646875,-0.15750000,0.68402945,0.34872859
0.50000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.89066355,2.55000000,0.70875000,-0.15750000,0.68074820,0.34657467
0.51250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.88869480,2.56575000,0.69103125,-0.15750000,0.67746695,0.34444721
0.52500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.88672605,2.58150000,0.67331250,-0.15750000,0.67418570,0.34234570
0.53750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.88475730,2.59725000,0.65559375,-0.15750000,0.67090445,0.34026968
0.55000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.88278855,2.61300000,0.63787500,-0.15750000,0.66762320,0.33821868
0.56250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.88081980,2.62875000,0.62015625,-0.15750000,0.66434195,0.33619227
0.57500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.87885105,2.64450000,0.60243750,-0.15750000,0.66106070,0.33418999
0.58750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.87688230,2.66025000,0.58471875,-0.15750000,0.65777945,0.33221142
0.60000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.87491355,2.67600000,0.56700000,-0.15750000,0.65449820,0.33025614
0.61250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.87294480,2.69175000,0.54928125,-0.15750000,0.65121695,0.32832374
0.62500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.87097605,2.70750000,0.53156250,-0.15750000,0.64793570,0.32641382
0.63750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.86900730,2.72325000,0.51384375,-0.15750000,0.64465445,0.32452600
0.65000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.86703855,2.73900000,0.49612500,-0.15750000,0.64137320,0.32265988
0.66250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.86506980,2.75475000,0.47840625,-0.15750000,0.63809195,0.32081511
0.67500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.86310105,2.77050000,0.46068750,-0.15750000,0.63481070,0.31899131
0.68750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.86113230,2.78625000,0.44296875,-0.15750000,0.63152945,0.31718813
0.70000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.85916355,2.80200000,0.42525000,-0.15750000,0.62824820,0.31540522
0.71250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.85719480,2.81775000,0.40753125,-0.15750000,0.62496695,0.31364224
0.72500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.85522605,2.83350000,0.38981250,-0.15750000,0.62168570,0.31189886
0.73750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.85325730,2.84925000,0.37209375,-0.15750000,0.61840445,0.31017475
0.75000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.85128855,2.86500000,0.35437500,-0.15750000,0.61512320,0.30846961
0.76250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.84931980,2.88075000,0.33665625,-0.15750000,0.61184195,0.30678310
0.77500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.84735105,2.89650000,0.31893750,-0.15750000,0.60856070,0.30511494
0.78750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.84538230,2.91225000,0.30121875,-0.15750000,0.60527945,0.30346482
0.80000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.84341355,2.92800000,0.28350000,-0.15750000,0.60199820,0.30183245
0.81250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.84144480,2.94375000,0.26578125,-0.15750000,0.59871695,0.30021755
0.82500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.83947605,2.95950000,0.24806250,-0.15750000,0.59543570,0.29861984
0.83750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.83750730,2.97525000,0.23034375,-0.15750000,0.59215445,0.29703905
0.85000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.83553855,2.99100000,0.21262500,-0.15750000,0.58887320,0.29547490
0.86250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.83356980,3.00675000,0.19490625,-0.15750000,0.58559195,0.29392714
0.87500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.83160105,3.02250000,0.17718750,-0.15750000,0.58231070,0.29239551
0.88750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.82963230,3.03825000,0.15946875,-0.15750000,0.57902945,0.29087976
0.90000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.82766355,3.05400000,0.14175000,-0.15750000,0.57574820,0.28937964
0.91250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.82569480,3.06975000,0.12403125,-0.15750000,0.57246695,0.28789492
0.92500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.82372605,3.08550000,0.10631250,-0.15750000,0.56918570,0.28642535
0.93750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.82175730,3.10125000,0.08859375,-0.15750000,0.56590445,0.28497071
0.95000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.81978855,3.11700000,0.07087500,-0.15750000,0.56262320,0.28353077
0.96250000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.81781980,3.13275000,0.05315625,-0.15750000,0.55934195,0.28210531
0.97500000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.81585105,3.14850000,0.03543750,-0.15750000,0.55606070,0.28069411
0.98750000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.81388230,3.16425000,0.01771875,-0.15750000,0.55277945,0.27929696
1.00000000,0.05000000,1.05555556,5.00000000,full_network_rollup,6,1.81191355,3.18000000,0.00000000,-0.15750000,0.54949820,0.27791365
0.00000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.93941355,1.89000000,1.41750000,-0.17718750,0.80699820,0.46029449
0.01250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.93719870,1.90550391,1.39978125,-0.17718750,0.80367594,0.45654936
0.02500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.93498386,1.92100781,1.38206250,-0.17718750,0.80035367,0.45286468
0.03750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.93276902,1.93651172,1.36434375,-0.17718750,0.79703141,0.44923900
0.05000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.93055417,1.95201563,1.34662500,-0.17718750,0.79370914,0.44567091
0.06250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.92833933,1.96751953,1.32890625,-0.17718750,0.79038688,0.44215906
0.07500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.92612449,1.98302344,1.31118750,-0.17718750,0.78706461,0.43870212
0.08750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.92390964,1.99852734,1.29346875,-0.17718750,0.78374235,0.43529882
0.10000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.92169480,2.01403125,1.27575000,-0.17718750,0.78042008,0.43194791
0.11250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.91947995,2.02953516,1.25803125,-0.17718750,0.77709781,0.42864820
0.12500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.91726511,2.04503906,1.24031250,-0.17718750,0.77377555,0.42539852
0.13750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.91505027,2.06054297,1.22259375,-0.17718750,0.77045328,0.42219774
0.15000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.91283542,2.07604688,1.20487500,-0.17718750,0.76713102,0.41904477
0.16250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.91062058,2.09155078,1.18715625,-0.17718750,0.76380875,0.41593854
0.17500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.90840574,2.10705469,1.16943750,-0.17718750,0.76048649,0.41287803
0.18750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.90619089,2.12255859,1.15171875,-0.17718750,0.75716422,0.40986222
0.20000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.90397605,2.13806250,1.13400000,-0.17718750,0.75384195,0.40689016
0.21250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.90176120,2.15356641,1.11628125,-0.17718750,0.75051969,0.40396088
0.22500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.89954636,2.16907031,1.09856250,-0.17718750,0.74719742,0.40107348
0.23750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.89733152,2.18457422,1.08084375,-0.17718750,0.74387516,0.39822707
0.25000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.89511667,2.20007813,1.06312500,-0.17718750,0.74055289,0.39542077
0.26250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.89290183,2.21558203,1.04540625,-0.17718750,0.73723063,0.39265375
0.27500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.89068699,2.23108594,1.02768750,-0.17718750,0.73390836,0.38992518
0.28750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.88847214,2.24658984,1.00996875,-0.17718750,0.73058610,0.38723427
0.30000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.88625730,2.26209375,0.99225000,-0.17718750,0.72726383,0.38458025
0.31250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.88404245,2.27759766,0.97453125,-0.17718750,0.72394156,0.38196236
0.32500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.88182761,2.29310156,0.95681250,-0.17718750,0.72061930,0.37937988
0.33750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.87961277,2.30860547,0.93909375,-0.17718750,0.71729703,0.37683207
0.35000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.87739792,2.32410938,0.92137500,-0.17718750,0.71397477,0.37431826
0.36250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.87518308,2.33961328,0.90365625,-0.17718750,0.71065250,0.37183777
0.37500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.87296824,2.35511719,0.88593750,-0.17718750,0.70733024,0.36938993
0.38750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.87075339,2.37062109,0.86821875,-0.17718750,0.70400797,0.36697412
0.40000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.86853855,2.38612500,0.85050000,-0.17718750,0.70068570,0.36458969
0.41250000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.86632370,2.40162891,0.83278125,-0.17718750,0.69736344,0.36223606
0.42500000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.86410886,2.41713281,0.81506250,-0.17718750,0.69404117,0.35991261
0.43750000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.86189402,2.43263672,0.79734375,-0.17718750,0.69071891,0.35761878
0.45000000,0.05625000,1.06338028,5.00000000,full_network_rollup,6,1.85967917,2.44814063,0.77962500,-0.17718750,0.68739664,0.35535401
