organization_cost_scale,cross_node_learning,integration_threshold,conditional_target_size,continuous_target_size
0.07462500,0.27500000,0.75575276,3,3.27386992
0.07600000,0.27500000,0.76215412,3,3.24730551
0.07737500,0.27500000,0.76855549,3,3.22143136
0.07875000,0.27500000,0.77495685,3,3.19621781
0.08012500,0.27500000,0.78135821,3,3.17163692
0.08150000,0.27500000,0.78775958,3,3.14766240
0.08287500,0.27500000,0.79416094,3,3.12426948
0.08425000,0.27500000,0.80056230,3,3.10143477
0.08562500,0.27500000,0.80696367,3,3.07913620
0.08700000,0.27500000,0.81336503,3,3.05735290
0.08837500,0.27500000,0.81976639,3,3.03606512
0.08975000,0.27500000,0.82616775,3,3.01525416
0.09112500,0.27500000,0.83256912,3,2.99490230
0.09250000,0.27500000,0.83897048,3,2.97499274
0.09387500,0.27500000,0.84537184,3,2.95550951
0.09525000,0.27500000,0.85177321,3,2.93643746
0.09662500,0.27500000,0.85817457,3,2.91776218
0.09800000,0.27500000,0.86457593,3,2.89946994
0.09937500,0.27500000,0.87097730,3,2.88154771
0.10075000,0.27500000,0.87737866,3,2.86398304
0.10212500,0.27500000,0.88378002,3,2.84676407
0.10350000,0.27500000,0.89018138,3,2.82987949
0.10487500,0.27500000,0.89658275,3,2.81331851
0.10625000,0.27500000,0.90298411,3,2.79707080
0.10762500,0.27500000,0.90938547,3,2.78112652
0.10900000,0.27500000,0.91578684,3,2.76547622
0.11037500,0.27500000,0.92218820,3,2.75011090
0.11175000,0.27500000,0.92858956,3,2.73502191
0.11312500,0.27500000,0.93499092,3,2.72020097
0.11450000,0.27500000,0.94139229,3,2.70564017
0.11587500,0.27500000,0.94779365,3,2.69133190
0.11725000,0.27500000,0.95419501,3,2.67726886
0.11862500,0.27500000,0.96059638,3,2.66344406
0.12000000,0.27500000,0.96699774,3,2.64985076
0.01000000,0.28750000,0.18833719,8,8.08571404
0.01137500,0.28750000,0.21360856,8,7.63411747
0.01275000,0.28750000,0.23616386,7,7.25477791
0.01412500,0.28750000,0.25712621,7,6.93008645
0.01550000,0.28750000,0.27808856,7,6.64793724
0.01687500,0.28750000,0.29760462,6,6.39969146
0.01825000,0.28750000,0.31449792,6,6.17899368
0.01962500,0.28750000,0.33139122,6,5.98104814
0.02100000,0.28750000,0.34828451,6,5.80215748
0.02237500,0.28750000,0.36517781,6,5.63941826
0.02375000,0.28750000,0.38207111,6,5.49051379
0.02512500,0.28750000,0.39539653,5,5.35356958
0.02650000,0.28750000,0.40848415,5,5.22705010
0.02787500,0.28750000,0.42157177,5,5.10968367
0.02925000,0.28750000,0.43465939,5,5.00040666
0.03062500,0.28750000,0.44774701,5,4.89832162
0.03200000,0.28750000,0.46083463,5,4.80266521
0.03337500,0.28750000,0.47392225,5,4.71278340
0.03475000,0.28750000,0.48700987,5,4.62811211
0.03612500,0.28750000,0.50009749,5,4.54816183
0.03750000,0.28750000,0.51295088,4,4.47250541
0.03887500,0.28750000,0.52252694,4,4.40076813
0.04025000,0.28750000,0.53210300,4,4.33261974
0.04162500,0.28750000,0.54167905,4,4.26776782
0.04300000,0.28750000,0.55125511,4,4.20595241
0.04437500,0.28750000,0.56083116,4,4.14694151
0.04575000,0.28750000,0.57040722,4,4.09052727
0.04712500,0.28750000,0.57998328,4,4.03652292
0.04850000,0.28750000,0.58955933,4,3.98476003
0.04987500,0.28750000,0.59913539,4,3.93508625
0.05125000,0.28750000,0.60871145,4,3.88736344
0.05262500,0.28750000,0.61828750,4,3.84146595
0.05400000,0.28750000,0.62786356,4,3.79727924
0.05537500,0.28750000,0.63743961,4,3.75469859
0.05675000,0.28750000,0.64701567,4,3.71362812
0.05812500,0.28750000,0.65659173,4,3.67397978
0.05950000,0.28750000,0.66616778,4,3.63567259
0.06087500,0.28750000,0.67574384,4,3.59863188
0.06225000,0.28750000,0.68531989,4,3.56278874
0.06362500,0.28750000,0.69489595,4,3.52807938
0.06500000,0.28750000,0.70447201,4,3.49444470
0.06637500,0.28750000,0.71317792,3,3.46182985
0.06775000,0.28750000,0.71957928,3,3.43018382
0.06912500,0.28750000,0.72598064,3,3.39945913
0.07050000,0.28750000,0.73238201,3,3.36961150
0.07187500,0.28750000,0.73878337,3,3.34059959
0.07325000,0.28750000,0.74518473,3,3.31238474
0.07462500,0.28750000,0.75158609,3,3.28493077
0.07600000,0.28750000,0.75798746,3,3.25820375
0.07737500,0.28750000,0.76438882,3,3.23217186
0.07875000,0.28750000,0.77079018,3,3.20680518
0.08012500,0.28750000,0.77719155,3,3.18207560
0.08150000,0.28750000,0.78359291,3,3.15795662
0.08287500,0.28750000,0.78999427,3,3.13442328
0.08425000,0.28750000,0.79639564,3,3.11145203
0.08562500,0.28750000,0.80279700,3,3.08902064
0.08700000,0.28750000,0.80919836,3,3.06710806
0.08837500,0.28750000,0.81559972,3,3.04569442
0.08975000,0.28750000,0.82200109,3,3.02476089
0.09112500,0.28750000,0.82840245,3,3.00428959
0.09250000,0.28750000,0.83480381,3,2.98426362
0.09387500,0.28750000,0.84120518,3,2.96466689
0.09525000,0.28750000,0.84760654,3,2.94548413
0.09662500,0.28750000,0.85400790,3,2.92670083
0.09800000,0.28750000,0.86040927,3,2.90830318
0.09937500,0.28750000,0.86681063,3,2.89027802
0.10075000,0.28750000,0.87321199,3,2.87261283
0.10212500,0.28750000,0.87961335,3,2.85529567
0.10350000,0.28750000,0.88601472,3,2.83831515
0.10487500,0.28750000,0.89241608,3,2.82166038
0.10625000,0.28750000,0.89881744,3,2.80532097
0.10762500,0.28750000,0.90521881,3,2.78928701
0.10900000,0.28750000,0.91162017,3,2.77354898
0.11037500,0.28750000,0.91802153,3,2.75809782
0.11175000,0.28750000,0.92442290,3,2.74292481
0.11312500,0.28750000,0.93082426,3,2.72802163
0.11450000,0.28750000,0.93722562,3,2.71338030
0.11587500,0.28750000,0.94362698,3,2.69899314
0.11725000,0.28750000,0.95002835,3,2.68485283
0.11862500,0.28750000,0.95642971,3,2.67095230
0.12000000,0.28750000,0.96283107,3,2.65728479
0.01000000,0.30000000,0.18038265,8,8.13105256
0.01137500,0.30000000,0.20565401,8,7.67602683
0.01275000,0.30000000,0.22866386,7,7.29382210
0.01412500,0.30000000,0.24962621,7,6.96669137
0.01550000,0.30000000,0.27058856,7,6.68243391
0.01687500,0.30000000,0.29066018,6,6.43234320
0.01825000,0.30000000,0.30755347,6,6.21001406
0.01962500,0.30000000,0.32444677,6,6.01061318
0.02100000,0.30000000,0.34134007,6,5.83041433
0.02237500,0.30000000,0.35823337,6,5.66649136
0.02375000,0.30000000,0.37512667,6,5.51650951
0.02512500,0.30000000,0.38914653,5,5.37857967
0.02650000,0.30000000,0.40223415,5,5.25115436
0.02787500,0.30000000,0.41532177,5,5.13295197
0.02925000,0.30000000,0.42840939,5,5.02290065
0.03062500,0.30000000,0.44149701,5,4.92009595
0.03200000,0.30000000,0.45458463,5,4.82376862
0.03337500,0.30000000,0.46767225,5,4.73325956
0.03475000,0.30000000,0.48075987,5,4.64800034
0.03612500,0.30000000,0.49384749,5,4.56749766
0.03750000,0.30000000,0.50693511,5,4.49132107
0.03887500,0.30000000,0.51716980,4,4.41909297
0.04025000,0.30000000,0.52674585,4,4.35048056
0.04162500,0.30000000,0.53632191,4,4.28518918
0.04300000,0.30000000,0.54589797,4,4.22295688
0.04437500,0.30000000,0.55547402,4,4.16354987
0.04575000,0.30000000,0.56505008,4,4.10675873
0.04712500,0.30000000,0.57462613,4,4.05239524
0.04850000,0.30000000,0.58420219,4,4.00028969
0.04987500,0.30000000,0.59377825,4,3.95028859
0.05125000,0.30000000,0.60335430,4,3.90225273
0.05262500,0.30000000,0.61293036,4,3.85605552
0.05400000,0.30000000,0.62250641,4,3.81158152
0.05537500,0.30000000,0.63208247,4,3.76872527
0.05675000,0.30000000,0.64165853,4,3.72739012
0.05812500,0.30000000,0.65123458,4,3.68748737
0.05950000,0.30000000,0.66081064,4,3.64893543
0.06087500,0.30000000,0.67038670,4,3.61165909
0.06225000,0.30000000,0.67996275,4,3.57558889
0.06362500,0.30000000,0.68953881,4,3.54066057
0.06500000,0.30000000,0.69911486,4,3.50681460
0.06637500,0.30000000,0.70869092,4,3.47399571
0.06775000,0.30000000,0.71541261,3,3.44215252
0.06912500,0.30000000,0.72181398,3,3.41123718
0.07050000,0.30000000,0.72821534,3,3.38120510
0.07187500,0.30000000,0.73461670,3,3.35201462
0.07325000,0.30000000,0.74101806,3,3.32362680
0.07462500,0.30000000,0.74741943,3,3.29600518
0.07600000,0.30000000,0.75382079,3,3.26911560
0.07737500,0.30000000,0.76022215,3,3.24292598
0.07875000,0.30000000,0.76662352,3,3.21740621
0.08012500,0.30000000,0.77302488,3,3.19252795
0.08150000,0.30000000,0.77942624,3,3.16826451
0.08287500,0.30000000,0.78582761,3,3.14459076
0.08425000,0.30000000,0.79222897,3,3.12148297
0.08562500,0.30000000,0.79863033,3,3.09891873
0.08700000,0.30000000,0.80503169,3,3.07687687
0.08837500,0.30000000,0.81143306,3,3.05533735
0.08975000,0.30000000,0.81783442,3,3.03428121
0.09112500,0.30000000,0.82423578,3,3.01369045
0.09250000,0.30000000,0.83063715,3,2.99354804
0.09387500,0.30000000,0.83703851,3,2.97383776
0.09525000,0.30000000,0.84343987,3,2.95454426
0.09662500,0.30000000,0.84984124,3,2.93565291
0.09800000,0.30000000,0.85624260,3,2.91714979
0.09937500,0.30000000,0.86264396,3,2.89902166
0.10075000,0.30000000,0.86904532,3,2.88125591
0.10212500,0.30000000,0.87544669,3,2.86384051
0.10350000,0.30000000,0.88184805,3,2.84676398
0.10487500,0.30000000,0.88824941,3,2.83001536
0.10625000,0.30000000,0.89465078,3,2.81358421
0.10762500,0.30000000,0.90105214,3,2.79746050
0.10900000,0.30000000,0.90745350,3,2.78163470
0.11037500,0.30000000,0.91385487,3,2.76609763
0.11175000,0.30000000,0.92025623,3,2.75084055
0.11312500,0.30000000,0.92665759,3,2.73585506
0.11450000,0.30000000,0.93305895,3,2.72113313
0.11587500,0.30000000,0.93946032,3,2.70666703
0.11725000,0.30000000,0.94586168,3,2.69244938
0.11862500,0.30000000,0.95226304,3,2.67847306
0.12000000,0.30000000,0.95866441,3,2.66473127
0.01000000,0.31250000,0.17242810,8,8.17626288
0.01137500,0.31250000,0.19769946,8,7.71783028
0.01275000,0.31250000,0.22116386,7,7.33277805
0.01412500,0.31250000,0.24212621,7,7.00322233
0.01550000,0.31250000,0.26308856,7,6.71686834
0.01687500,0.31250000,0.28371573,6,6.46494246
0.01825000,0.31250000,0.30060903,6,6.24099016
0.01962500,0.31250000,0.31750233,6,6.04014093
0.02100000,0.31250000,0.33439563,6,5.85863984
0.02237500,0.31250000,0.35128892,6,5.69353827
0.02375000,0.31250000,0.36818222,6,5.54248350
0.02512500,0.31250000,0.38289653,5,5.40357191
0.02650000,0.31250000,0.39598415,5,5.27524417
0.02787500,0.31250000,0.40907177,5,5.15620884
0.02925000,0.31250000,0.42215939,5,5.04538584
0.03062500,0.31250000,0.43524701,5,4.94186383
0.03200000,0.31250000,0.44833463,5,4.84486766
0.03337500,0.31250000,0.46142225,5,4.75373322
0.03475000,0.31250000,0.47450987,5,4.66788772
0.03612500,0.31250000,0.48759749,5,4.58683412
0.03750000,0.31250000,0.50068511,5,4.51013868
0.03887500,0.31250000,0.51181265,4,4.43742096
0.04025000,0.31250000,0.52138871,4,4.36834560
0.04162500,0.31250000,0.53096477,4,4.30261573
0.04300000,0.31250000,0.54054082,4,4.23996741
0.04437500,0.31250000,0.55011688,4,4.18016508
0.04575000,0.31250000,0.55969293,4,4.12299774
0.04712500,0.31250000,0.56926899,4,4.06827575
0.04850000,0.31250000,0.57884505,4,4.01582813
0.04987500,0.31250000,0.58842110,4,3.96550022
0.05125000,0.31250000,0.59799716,4,3.91715178
0.05262500,0.31250000,0.60757322,4,3.87065527
0.05400000,0.31250000,0.61714927,4,3.82589438
0.05537500,0.31250000,0.62672533,4,3.78276285
0.05675000,0.31250000,0.63630138,4,3.74116334
0.05812500,0.31250000,0.64587744,4,3.70100647
0.05950000,0.31250000,0.65545350,4,3.66221004
0.06087500,0.31250000,0.66502955,4,3.62469828
0.06225000,0.31250000,0.67460561,4,3.58840121
0.06362500,0.31250000,0.68418167,4,3.55325413
0.06500000,0.31250000,0.69375772,4,3.51919703
0.06637500,0.31250000,0.70333378,4,3.48617424
0.06775000,0.31250000,0.71124595,3,3.45413401
0.06912500,0.31250000,0.71764731,3,3.42302814
0.07050000,0.31250000,0.72404867,3,3.39281169
0.07187500,0.31250000,0.73045004,3,3.36344272
0.07325000,0.31250000,0.73685140,3,3.33488200
0.07462500,0.31250000,0.74325276,3,3.30709279
0.07600000,0.31250000,0.74965412,3,3.28004070
0.07737500,0.31250000,0.75605549,3,3.25369340
0.07875000,0.31250000,0.76245685,3,3.22802056
0.08012500,0.31250000,0.76885821,3,3.20299364
0.08150000,0.31250000,0.77525958,3,3.17858577
0.08287500,0.31250000,0.78166094,3,3.15477161
0.08425000,0.31250000,0.78806230,3,3.13152727
0.08562500,0.31250000,0.79446367,3,3.10883019
0.08700000,0.31250000,0.80086503,3,3.08665904
0.08837500,0.31250000,0.80726639,3,3.06499363
0.08975000,0.31250000,0.81366775,3,3.04381486
0.09112500,0.31250000,0.82006912,3,3.02310462
0.09250000,0.31250000,0.82647048,3,3.00284573
0.09387500,0.31250000,0.83287184,3,2.98302189
0.09525000,0.31250000,0.83927321,3,2.96361761
0.09662500,0.31250000,0.84567457,3,2.94461816
0.09800000,0.31250000,0.85207593,3,2.92600954
0.09937500,0.31250000,0.85847730,3,2.90777840
0.10075000,0.31250000,0.86487866,3,2.88991205
0.10212500,0.31250000,0.87128002,3,2.87239835
0.10350000,0.31250000,0.87768138,3,2.85522577
0.10487500,0.31250000,0.88408275,3,2.83838327
0.10625000,0.31250000,0.89048411,3,2.82186030
0.10762500,0.31250000,0.89688547,3,2.80564681
0.10900000,0.31250000,0.90328684,3,2.78973317
0.11037500,0.31250000,0.90968820,3,2.77411015
0.11175000,0.31250000,0.91608956,3,2.75876893
0.11312500,0.31250000,0.92249092,3,2.74370108
0.11450000,0.31250000,0.92889229,3,2.72889848
0.11587500,0.31250000,0.93529365,3,2.71435339
0.11725000,0.31250000,0.94169501,3,2.70005833
0.11862500,0.31250000,0.94809638,3,2.68600617
0.12000000,0.31250000,0.95449774,3,2.67219005
0.01000000,0.32500000,0.16447355,8,8.22134393
0.01137500,0.32500000,0.18974492,8,7.75952664
0.01275000,0.32500000,0.21366386,7,7.37164450
0.01412500,0.32500000,0.23462621,7,7.03967804
0.01550000,0.32500000,0.25558856,7,6.75123923
0.01687500,0.32500000,0.27655091,7,6.49748794
0.01825000,0.32500000,0.29366458,6,6.27192070
0.01962500,0.32500000,0.31055788,6,6.06963011
0.02100000,0.32500000,0.32745118,6,5.88683279
0.02237500,0.32500000,0.34434448,6,5.72055779
0.02375000,0.32500000,0.36123778,6,5.56843459
0.02512500,0.32500000,0.37664653,5,5.42854519
0.02650000,0.32500000,0.38973415,5,5.29931846
0.02787500,0.32500000,0.40282177,5,5.17945321
0.02925000,0.32500000,0.41590939,5,5.06786122
0.03062500,0.32500000,0.42899701,5,4.96362427
0.03200000,0.32500000,0.44208463,5,4.86596139
0.03337500,0.32500000,0.45517225,5,4.77420344
0.03475000,0.32500000,0.46825987,5,4.68777335
0.03612500,0.32500000,0.48134749,5,4.60617034
0.03750000,0.32500000,0.49443511,5,4.52895743
0.03887500,0.32500000,0.50645551,4,4.45575129
0.04025000,0.32500000,0.51603157,4,4.38621409
0.04162500,0.32500000,0.52560762,4,4.32004672
0.04300000,0.32500000,0.53518368,4,4.25698327
0.04437500,0.32500000,0.54475974,4,4.19678643
0.04575000,0.32500000,0.55433579,4,4.13924362
0.04712500,0.32500000,0.56391185,4,4.08416380
0.04850000,0.32500000,0.57348790,4,4.03137469
0.04987500,0.32500000,0.58306396,4,3.98072053
0.05125000,0.32500000,0.59264002,4,3.93206000
0.05262500,0.32500000,0.60221607,4,3.88526462
0.05400000,0.32500000,0.61179213,4,3.84021725
0.05537500,0.32500000,0.62136819,4,3.79681082
0.05675000,0.32500000,0.63094424,4,3.75494726
0.05812500,0.32500000,0.64052030,4,3.71453656
0.05950000,0.32500000,0.65009635,4,3.67549591
0.06087500,0.32500000,0.65967241,4,3.63774897
0.06225000,0.32500000,0.66924847,4,3.60122526
0.06362500,0.32500000,0.67882452,4,3.56585959
0.06500000,0.32500000,0.68840058,4,3.53159154
0.06637500,0.32500000,0.69797663,4,3.49836501
0.06775000,0.32500000,0.70707928,3,3.46612788
0.06912500,0.32500000,0.71348064,3,3.43483159
0.07050000,0.32500000,0.71988201,3,3.40443089
0.07187500,0.32500000,0.72628337,3,3.37488353
0.07325000,0.32500000,0.73268473,3,3.34614998
0.07462500,0.32500000,0.73908609,3,3.31819326
0.07600000,0.32500000,0.74548746,3,3.29097870
0.07737500,0.32500000,0.75188882,3,3.26447377
0.07875000,0.32500000,0.75829018,3,3.23864791
0.08012500,0.32500000,0.76469155,3,3.21347237
0.08150000,0.32500000,0.77109291,3,3.18892008
0.08287500,0.32500000,0.77749427,3,3.16496553
0.08425000,0.32500000,0.78389564,3,3.14158466
0.08562500,0.32500000,0.79029700,3,3.11875474
0.08700000,0.32500000,0.79669836,3,3.09645429
0.08837500,0.32500000,0.80309972,3,3.07466298
0.08975000,0.32500000,0.80950109,3,3.05336158
0.09112500,0.32500000,0.81590245,3,3.03253184
0.09250000,0.32500000,0.82230381,3,3.01215646
0.09387500,0.32500000,0.82870518,3,2.99221903
0.09525000,0.32500000,0.83510654,3,2.97270394
0.09662500,0.32500000,0.84150790,3,2.95359637
0.09800000,0.32500000,0.84790927,3,2.93488221
0.09937500,0.32500000,0.85431063,3,2.91654802
0.10075000,0.32500000,0.86071199,3,2.89858102
0.10212500,0.32500000,0.86711335,3,2.88096900
0.10350000,0.32500000,0.87351472,3,2.86370032
0.10487500,0.32500000,0.87991608,3,2.84676388
0.10625000,0.32500000,0.88631744,3,2.83014907
0.10762500,0.32500000,0.89271881,3,2.81384574
0.10900000,0.32500000,0.89912017,3,2.79784420
0.11037500,0.32500000,0.90552153,3,2.78213518
0.11175000,0.32500000,0.91192290,3,2.76670978
0.11312500,0.32500000,0.91832426,3,2.75155951
0.11450000,0.32500000,0.92472562,3,2.73667620
0.11587500,0.32500000,0.93112698,3,2.72205204
0.11725000,0.32500000,0.93752835,3,2.70767953
0.11862500,0.32500000,0.94392971,3,2.69355147
0.12000000,0.32500000,0.95033107,3,2.67966095
0.01000000,0.33750000,0.15651901,8,8.26629475
0.01137500,0.33750000,0.18179037,8,7.80111479
0.01275000,0.33750000,0.20616386,7,7.41042027
0.01412500,0.33750000,0.22712621,7,7.07605727
0.01550000,0.33750000,0.24808856,7,6.78554534
0.01687500,0.33750000,0.26905091,7,6.52997840
0.01825000,0.33750000,0.28672014,6,6.30280447
0.01962500,0.33750000,0.30361344,6,6.09907952
0.02100000,0.33750000,0.32050674,6,5.91499199
0.02237500,0.33750000,0.33740003,6,5.74754876
0.02375000,0.33750000,0.35429333,6,5.59436167
0.02512500,0.33750000,0.37039653,5,5.45349841
0.02650000,0.33750000,0.38348415,5,5.32337616
0.02787500,0.33750000,0.39657177,5,5.20268406
0.02925000,0.33750000,0.40965939,5,5.09032580
0.03062500,0.33750000,0.42274701,5,4.98537633
0.03200000,0.33750000,0.43583463,5,4.88704887
0.03337500,0.33750000,0.44892225,5,4.79466934
0.03475000,0.33750000,0.46200987,5,4.70765638
0.03612500,0.33750000,0.47509749,5,4.62550550
0.03750000,0.33750000,0.48818511,5,4.54777649
0.03887500,0.33750000,0.50109837,4,4.47408319
0.04025000,0.33750000,0.51067442,4,4.40408527
0.04162500,0.33750000,0.52025048,4,4.33748142
0.04300000,0.33750000,0.52982654,4,4.27400376
0.04437500,0.33750000,0.53940259,4,4.21341323
0.04575000,0.33750000,0.54897865,4,4.15549571
0.04712500,0.33750000,0.55855471,4,4.10005873
0.04850000,0.33750000,0.56813076,4,4.04692877
0.04987500,0.33750000,0.57770682,4,3.99594891
0.05125000,0.33750000,0.58728287,4,3.94697680
0.05262500,0.33750000,0.59685893,4,3.89988302
0.05400000,0.33750000,0.60643499,4,3.85454958
0.05537500,0.33750000,0.61601104,4,3.81086862
0.05675000,0.33750000,0.62558710,4,3.76874137
0.05812500,0.33750000,0.63516315,4,3.72807715
0.05950000,0.33750000,0.64473921,4,3.68879255
0.06087500,0.33750000,0.65431527,4,3.65081069
0.06225000,0.33750000,0.66389132,4,3.61406058
0.06362500,0.33750000,0.67346738,4,3.57847653
0.06500000,0.33750000,0.68304344,4,3.54399770
0.06637500,0.33750000,0.69261949,4,3.51056760
0.06775000,0.33750000,0.70219555,4,3.47813371
0.06912500,0.33750000,0.70931398,3,3.44664715
0.07050000,0.33750000,0.71571534,3,3.41606231
0.07187500,0.33750000,0.72211670,3,3.38633665
0.07325000,0.33750000,0.72851806,3,3.35743037
0.07462500,0.33750000,0.73491943,3,3.32930621
0.07600000,0.33750000,0.74132079,3,3.30192927
0.07737500,0.33750000,0.74772215,3,3.27526676
0.07875000,0.33750000,0.75412352,3,3.24928792
0.08012500,0.33750000,0.76052488,3,3.22396380
0.08150000,0.33750000,0.76692624,3,3.19926712
0.08287500,0.33750000,0.77332761,3,3.17517221
0.08425000,0.33750000,0.77972897,3,3.15165482
0.08562500,0.33750000,0.78613033,3,3.12869208
0.08700000,0.33750000,0.79253169,3,3.10626234
0.08837500,0.33750000,0.79893306,3,3.08434514
0.08975000,0.33750000,0.80533442,3,3.06292109
0.09112500,0.33750000,0.81173578,3,3.04197184
0.09250000,0.33750000,0.81813715,3,3.02147996
0.09387500,0.33750000,0.82453851,3,3.00142892
0.09525000,0.33750000,0.83093987,3,2.98180300
0.09662500,0.33750000,0.83734124,3,2.96258729
0.09800000,0.33750000,0.84374260,3,2.94376756
0.09937500,0.33750000,0.85014396,3,2.92533030
0.10075000,0.33750000,0.85654532,3,2.90726262
0.10212500,0.33750000,0.86294669,3,2.88955223
0.10350000,0.33750000,0.86934805,3,2.87218742
0.10487500,0.33750000,0.87574941,3,2.85515700
0.10625000,0.33750000,0.88215078,3,2.83845030
0.10762500,0.33750000,0.88855214,3,2.82205709
0.10900000,0.33750000,0.89495350,3,2.80596762
0.11037500,0.33750000,0.90135487,3,2.79017254
0.11175000,0.33750000,0.90775623,3,2.77466291
0.11312500,0.33750000,0.91415759,3,2.75943016
0.11450000,0.33750000,0.92055895,3,2.74446609
0.11587500,0.33750000,0.92696032,3,2.72976283
0.11725000,0.33750000,0.93336168,3,2.71531281
0.11862500,0.33750000,0.93976304,3,2.70110879
0.12000000,0.33750000,0.94616441,3,2.68714382
0.01000000,0.35000000,0.14856446,8,8.31111447
0.01137500,0.35000000,0.17383583,8,7.84259373
0.01275000,0.35000000,0.19866386,7,7.44910424
0.01412500,0.35000000,0.21962621,7,7.11235885
0.01550000,0.35000000,0.24058856,7,6.81978548
0.01687500,0.35000000,0.26155091,7,6.56241265
0.01825000,0.35000000,0.27977570,6,6.33364026
0.01962500,0.35000000,0.29666899,6,6.12848800
0.02100000,0.35000000,0.31356229,6,5.94311630
0.02237500,0.35000000,0.33045559,6,5.77451008
0.02375000,0.35000000,0.34734889,6,5.62026364
0.02512500,0.35000000,0.36414653,5,5.47843051
0.02650000,0.35000000,0.37723415,5,5.34741625
0.02787500,0.35000000,0.39032177,5,5.22590040
0.02925000,0.35000000,0.40340939,5,5.11277860
0.03062500,0.35000000,0.41649701,5,5.00711904
0.03200000,0.35000000,0.42958463,5,4.90812919
0.03337500,0.35000000,0.44267225,5,4.81513003
0.03475000,0.35000000,0.45575987,5,4.72753594
0.03612500,0.35000000,0.46884749,5,4.64483877
0.03750000,0.35000000,0.48193511,5,4.56659507
0.03887500,0.35000000,0.49502273,5,4.49241589
0.04025000,0.35000000,0.50531728,4,4.42195840
0.04162500,0.35000000,0.51489334,4,4.35491910
0.04300000,0.35000000,0.52446939,4,4.29102817
0.04437500,0.35000000,0.53404545,4,4.23004482
0.04575000,0.35000000,0.54362151,4,4.17175335
0.04712500,0.35000000,0.55319756,4,4.11595992
0.04850000,0.35000000,0.56277362,4,4.06248975
0.04987500,0.35000000,0.57234967,4,4.01118476
0.05125000,0.35000000,0.58192573,4,3.96190160
0.05262500,0.35000000,0.59150179,4,3.91450990
0.05400000,0.35000000,0.60107784,4,3.86889082
0.05537500,0.35000000,0.61065390,4,3.82493573
0.05675000,0.35000000,0.62022996,4,3.78254515
0.05812500,0.35000000,0.62980601,4,3.74162774
0.05950000,0.35000000,0.63938207,4,3.70209949
0.06087500,0.35000000,0.64895812,4,3.66388298
0.06225000,0.35000000,0.65853418,4,3.62690669
0.06362500,0.35000000,0.66811024,4,3.59110450
0.06500000,0.35000000,0.67768629,4,3.55641509
0.06637500,0.35000000,0.68726235,4,3.52278159
0.06775000,0.35000000,0.69683841,4,3.49015111
0.06912500,0.35000000,0.70514731,3,3.45847441
0.07050000,0.35000000,0.71154867,3,3.42770557
0.07187500,0.35000000,0.71795004,3,3.39780173
0.07325000,0.35000000,0.72435140,3,3.36872281
0.07462500,0.35000000,0.73075276,3,3.34043131
0.07600000,0.35000000,0.73715412,3,3.31289205
0.07737500,0.35000000,0.74355549,3,3.28607204
0.07875000,0.35000000,0.74995685,3,3.25994028
0.08012500,0.35000000,0.75635821,3,3.23446761
0.08150000,0.35000000,0.76275958,3,3.20962660
0.08287500,0.35000000,0.76916094,3,3.18539135
0.08425000,0.35000000,0.77556230,3,3.16173748
0.08562500,0.35000000,0.78196367,3,3.13864193
0.08700000,0.35000000,0.78836503,3,3.11608291
0.08837500,0.35000000,0.79476639,3,3.09403982
0.08975000,0.35000000,0.80116775,3,3.07249313
0.09112500,0.35000000,0.80756912,3,3.05142437
0.09250000,0.35000000,0.81397048,3,3.03081598
0.09387500,0.35000000,0.82037184,3,3.01065132
0.09525000,0.35000000,0.82677321,3,2.99091456
0.09662500,0.35000000,0.83317457,3,2.97159068
0.09800000,0.35000000,0.83957593,3,2.95266536
0.09937500,0.35000000,0.84597730,3,2.93412500
0.10075000,0.35000000,0.85237866,3,2.91595661
0.10212500,0.35000000,0.85878002,3,2.89814783
0.10350000,0.35000000,0.86518138,3,2.88068685
0.10487500,0.35000000,0.87158275,3,2.86356243
0.10625000,0.35000000,0.87798411,3,2.84676379
0.10762500,0.35000000,0.88438547,3,2.83028066
0.10900000,0.35000000,0.89078684,3,2.81410321
0.11037500,0.35000000,0.89718820,3,2.79822204
0.11175000,0.35000000,0.90358956,3,2.78262813
0.11312500,0.35000000,0.90999092,3,2.76731287
0.11450000,0.35000000,0.91639229,3,2.75226799
0.11587500,0.35000000,0.92279365,3,2.73748557
0.11725000,0.35000000,0.92919501,3,2.72295799
0.11862500,0.35000000,0.93559638,3,2.70867797
0.12000000,0.35000000,0.94199774,3,2.69463850
0.01000000,0.36250000,0.14060992,8,8.35580227
0.01137500,0.36250000,0.16588128,8,7.88396249
0.01275000,0.36250000,0.19115265,8,7.48769537
0.01412500,0.36250000,0.21212621,7,7.14858169
0.01550000,0.36250000,0.23308856,7,6.85395853
0.01687500,0.36250000,0.25405091,7,6.59478956
0.01825000,0.36250000,0.27283125,6,6.36442696
0.01962500,0.36250000,0.28972455,6,6.15785442
0.02100000,0.36250000,0.30661785,6,5.97120461
0.02237500,0.36250000,0.32351115,6,5.80144065
0.02375000,0.36250000,0.34040444,6,5.64613944
0.02512500,0.36250000,0.35729774,6,5.50334045
0.02650000,0.36250000,0.37098415,5,5.37143772
0.02787500,0.36250000,0.38407177,5,5.24910124
0.02925000,0.36250000,0.39715939,5,5.13521868
0.03062500,0.36250000,0.41024701,5,5.02885151
