context_payment_cap,enforcement_capacity,integration_cost,regime,disclosure,monitoring,reuse,owner_payoff,provider_payoff,transfer_to_provider,period_two_route
0.00000000,0.70666667,0.38500000,secure_modular,1.00000000,0.41745283,0.00000000,1.18560832,0.28760832,0.10239168,renew
0.00000000,0.72000000,0.38500000,secure_modular,1.00000000,0.40972222,0.00000000,1.18600798,0.28800798,0.10199202,renew
0.00000000,0.73333333,0.38500000,secure_modular,1.00000000,0.40227273,0.00000000,1.18638604,0.28838604,0.10161396,renew
0.00000000,0.74666667,0.38500000,secure_modular,1.00000000,0.39508929,0.00000000,1.18674403,0.28874403,0.10125597,renew
0.00000000,0.76000000,0.38500000,secure_modular,1.00000000,0.38815789,0.00000000,1.18708334,0.28908334,0.10091666,renew
0.00000000,0.77333333,0.38500000,secure_modular,1.00000000,0.38146552,0.00000000,1.18740525,0.28940525,0.10059475,renew
0.00000000,0.78666667,0.38500000,secure_modular,1.00000000,0.37500000,0.00000000,1.18771094,0.28971094,0.10028906,renew
0.00000000,0.80000000,0.38500000,secure_modular,1.00000000,0.36875000,0.00000000,1.18800146,0.29000146,0.09999854,renew
0.00000000,0.00000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.01333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.02666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.04000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.05333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.06666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.08000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.09333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.10666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.12000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.13333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.14666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.16000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.17333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.18666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.20000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.21333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.22666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.24000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.25333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.26666667,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.28000000,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.29333333,0.40333333,ownership,0.00000000,0.00000000,0.00000000,0.92966667,0.05000000,0.00000000,none
0.00000000,0.30666667,0.40333333,secure_modular,1.00000000,0.96195652,0.00000000,1.12949831,0.24983164,0.15850169,renew
0.00000000,0.32000000,0.40333333,secure_modular,1.00000000,0.92187500,0.00000000,1.13421749,0.25455082,0.15378251,renew
0.00000000,0.33333333,0.40333333,secure_modular,1.00000000,0.88500000,0.00000000,1.13838177,0.25871510,0.14961823,renew
0.00000000,0.34666667,0.40333333,secure_modular,1.00000000,0.85096154,0.00000000,1.14207486,0.26240820,0.14592514,renew
0.00000000,0.36000000,0.40333333,secure_modular,1.00000000,0.81944444,0.00000000,1.14536526,0.26569859,0.14263474,renew
0.00000000,0.37333333,0.40333333,secure_modular,1.00000000,0.79017857,0.00000000,1.14830945,0.26864278,0.13969055,renew
0.00000000,0.38666667,0.40333333,secure_modular,1.00000000,0.76293103,0.00000000,1.15095435,0.27128768,0.13704565,renew
0.00000000,0.40000000,0.40333333,secure_modular,1.00000000,0.73750000,0.00000000,1.15333919,0.27367253,0.13466081,renew
0.00000000,0.41333333,0.40333333,secure_modular,1.00000000,0.71370968,0.00000000,1.15549699,0.27583032,0.13250301,renew
0.00000000,0.42666667,0.40333333,secure_modular,1.00000000,0.69140625,0.00000000,1.15745567,0.27778900,0.13054433,renew
0.00000000,0.44000000,0.40333333,secure_modular,1.00000000,0.67045455,0.00000000,1.15923900,0.27957234,0.12876100,renew
0.00000000,0.45333333,0.40333333,secure_modular,1.00000000,0.65073529,0.00000000,1.16086731,0.28120064,0.12713269,renew
0.00000000,0.46666667,0.40333333,secure_modular,1.00000000,0.63214286,0.00000000,1.16235805,0.28269138,0.12564195,renew
0.00000000,0.48000000,0.40333333,secure_modular,1.00000000,0.61458333,0.00000000,1.16372629,0.28405962,0.12427371,renew
0.00000000,0.49333333,0.40333333,secure_modular,1.00000000,0.59797297,0.00000000,1.16498510,0.28531844,0.12301490,renew
0.00000000,0.50666667,0.40333333,secure_modular,1.00000000,0.58223684,0.00000000,1.16614585,0.28647918,0.12185415,renew
0.00000000,0.52000000,0.40333333,secure_modular,1.00000000,0.56730769,0.00000000,1.16721846,0.28755179,0.12078154,renew
0.00000000,0.53333333,0.40333333,secure_modular,1.00000000,0.55312500,0.00000000,1.16821163,0.28854496,0.11978837,renew
0.00000000,0.54666667,0.40333333,secure_modular,1.00000000,0.53963415,0.00000000,1.16913302,0.28946635,0.11886698,renew
0.00000000,0.56000000,0.40333333,secure_modular,1.00000000,0.52678571,0.00000000,1.16998938,0.29032272,0.11801062,renew
0.00000000,0.57333333,0.40333333,secure_modular,1.00000000,0.51453488,0.00000000,1.17078670,0.29112003,0.11721330,renew
0.00000000,0.58666667,0.40333333,secure_modular,1.00000000,0.50284091,0.00000000,1.17153027,0.29186361,0.11646973,renew
0.00000000,0.60000000,0.40333333,secure_modular,1.00000000,0.49166667,0.00000000,1.17222483,0.29255816,0.11577517,renew
0.00000000,0.61333333,0.40333333,secure_modular,1.00000000,0.48097826,0.00000000,1.17287458,0.29320791,0.11512542,renew
0.00000000,0.62666667,0.40333333,secure_modular,1.00000000,0.47074468,0.00000000,1.17348330,0.29381663,0.11451670,renew
0.00000000,0.64000000,0.40333333,secure_modular,1.00000000,0.46093750,0.00000000,1.17405437,0.29438771,0.11394563,renew
0.00000000,0.65333333,0.40333333,secure_modular,1.00000000,0.45153061,0.00000000,1.17459084,0.29492417,0.11340916,renew
0.00000000,0.66666667,0.40333333,secure_modular,1.00000000,0.44250000,0.00000000,1.17509544,0.29542878,0.11290456,renew
0.00000000,0.68000000,0.40333333,secure_modular,1.00000000,0.43382353,0.00000000,1.17557065,0.29590399,0.11242935,renew
0.00000000,0.69333333,0.40333333,secure_modular,1.00000000,0.42548077,0.00000000,1.17601872,0.29635205,0.11198128,renew
0.00000000,0.70666667,0.40333333,secure_modular,1.00000000,0.41745283,0.00000000,1.17644165,0.29677499,0.11155835,renew
0.00000000,0.72000000,0.40333333,secure_modular,1.00000000,0.40972222,0.00000000,1.17684131,0.29717465,0.11115869,renew
0.00000000,0.73333333,0.40333333,secure_modular,1.00000000,0.40227273,0.00000000,1.17721937,0.29755271,0.11078063,renew
0.00000000,0.74666667,0.40333333,secure_modular,1.00000000,0.39508929,0.00000000,1.17757736,0.29791070,0.11042264,renew
0.00000000,0.76000000,0.40333333,secure_modular,1.00000000,0.38815789,0.00000000,1.17791667,0.29825001,0.11008333,renew
0.00000000,0.77333333,0.40333333,secure_modular,1.00000000,0.38146552,0.00000000,1.17823859,0.29857192,0.10976141,renew
0.00000000,0.78666667,0.40333333,secure_modular,1.00000000,0.37500000,0.00000000,1.17854427,0.29887760,0.10945573,renew
0.00000000,0.80000000,0.40333333,secure_modular,1.00000000,0.36875000,0.00000000,1.17883480,0.29916813,0.10916520,renew
0.00000000,0.00000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.01333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.02666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.04000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.05333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.06666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.08000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.09333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.10666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.12000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.13333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.14666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.16000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.17333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.18666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.20000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.21333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.22666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.24000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.25333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.26666667,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.28000000,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.29333333,0.42166667,ownership,0.00000000,0.00000000,0.00000000,0.91133333,0.05000000,0.00000000,none
0.00000000,0.30666667,0.42166667,secure_modular,1.00000000,0.96195652,0.00000000,1.12033164,0.25899831,0.16766836,renew
0.00000000,0.32000000,0.42166667,secure_modular,1.00000000,0.92187500,0.00000000,1.12505082,0.26371749,0.16294918,renew
0.00000000,0.33333333,0.42166667,secure_modular,1.00000000,0.88500000,0.00000000,1.12921510,0.26788177,0.15878490,renew
0.00000000,0.34666667,0.42166667,secure_modular,1.00000000,0.85096154,0.00000000,1.13290820,0.27157486,0.15509180,renew
0.00000000,0.36000000,0.42166667,secure_modular,1.00000000,0.81944444,0.00000000,1.13619859,0.27486526,0.15180141,renew
0.00000000,0.37333333,0.42166667,secure_modular,1.00000000,0.79017857,0.00000000,1.13914278,0.27780945,0.14885722,renew
0.00000000,0.38666667,0.42166667,secure_modular,1.00000000,0.76293103,0.00000000,1.14178768,0.28045435,0.14621232,renew
0.00000000,0.40000000,0.42166667,secure_modular,1.00000000,0.73750000,0.00000000,1.14417253,0.28283919,0.14382747,renew
0.00000000,0.41333333,0.42166667,secure_modular,1.00000000,0.71370968,0.00000000,1.14633032,0.28499699,0.14166968,renew
0.00000000,0.42666667,0.42166667,secure_modular,1.00000000,0.69140625,0.00000000,1.14828900,0.28695567,0.13971100,renew
0.00000000,0.44000000,0.42166667,secure_modular,1.00000000,0.67045455,0.00000000,1.15007234,0.28873900,0.13792766,renew
0.00000000,0.45333333,0.42166667,secure_modular,1.00000000,0.65073529,0.00000000,1.15170064,0.29036731,0.13629936,renew
0.00000000,0.46666667,0.42166667,secure_modular,1.00000000,0.63214286,0.00000000,1.15319138,0.29185805,0.13480862,renew
0.00000000,0.48000000,0.42166667,secure_modular,1.00000000,0.61458333,0.00000000,1.15455962,0.29322629,0.13344038,renew
0.00000000,0.49333333,0.42166667,secure_modular,1.00000000,0.59797297,0.00000000,1.15581844,0.29448510,0.13218156,renew
0.00000000,0.50666667,0.42166667,secure_modular,1.00000000,0.58223684,0.00000000,1.15697918,0.29564585,0.13102082,renew
0.00000000,0.52000000,0.42166667,secure_modular,1.00000000,0.56730769,0.00000000,1.15805179,0.29671846,0.12994821,renew
0.00000000,0.53333333,0.42166667,secure_modular,1.00000000,0.55312500,0.00000000,1.15904496,0.29771163,0.12895504,renew
0.00000000,0.54666667,0.42166667,secure_modular,1.00000000,0.53963415,0.00000000,1.15996635,0.29863302,0.12803365,renew
0.00000000,0.56000000,0.42166667,secure_modular,1.00000000,0.52678571,0.00000000,1.16082272,0.29948938,0.12717728,renew
0.00000000,0.57333333,0.42166667,secure_modular,1.00000000,0.51453488,0.00000000,1.16162003,0.30028670,0.12637997,renew
0.00000000,0.58666667,0.42166667,secure_modular,1.00000000,0.50284091,0.00000000,1.16236361,0.30103027,0.12563639,renew
0.00000000,0.60000000,0.42166667,secure_modular,1.00000000,0.49166667,0.00000000,1.16305816,0.30172483,0.12494184,renew
0.00000000,0.61333333,0.42166667,secure_modular,1.00000000,0.48097826,0.00000000,1.16370791,0.30237458,0.12429209,renew
0.00000000,0.62666667,0.42166667,secure_modular,1.00000000,0.47074468,0.00000000,1.16431663,0.30298330,0.12368337,renew
0.00000000,0.64000000,0.42166667,secure_modular,1.00000000,0.46093750,0.00000000,1.16488771,0.30355437,0.12311229,renew
0.00000000,0.65333333,0.42166667,secure_modular,1.00000000,0.45153061,0.00000000,1.16542417,0.30409084,0.12257583,renew
0.00000000,0.66666667,0.42166667,secure_modular,1.00000000,0.44250000,0.00000000,1.16592878,0.30459544,0.12207122,renew
0.00000000,0.68000000,0.42166667,secure_modular,1.00000000,0.43382353,0.00000000,1.16640399,0.30507065,0.12159601,renew
0.00000000,0.69333333,0.42166667,secure_modular,1.00000000,0.42548077,0.00000000,1.16685205,0.30551872,0.12114795,renew
0.00000000,0.70666667,0.42166667,secure_modular,1.00000000,0.41745283,0.00000000,1.16727499,0.30594165,0.12072501,renew
0.00000000,0.72000000,0.42166667,secure_modular,1.00000000,0.40972222,0.00000000,1.16767465,0.30634131,0.12032535,renew
0.00000000,0.73333333,0.42166667,secure_modular,1.00000000,0.40227273,0.00000000,1.16805271,0.30671937,0.11994729,renew
0.00000000,0.74666667,0.42166667,secure_modular,1.00000000,0.39508929,0.00000000,1.16841070,0.30707736,0.11958930,renew
0.00000000,0.76000000,0.42166667,secure_modular,1.00000000,0.38815789,0.00000000,1.16875001,0.30741667,0.11924999,renew
0.00000000,0.77333333,0.42166667,secure_modular,1.00000000,0.38146552,0.00000000,1.16907192,0.30773859,0.11892808,renew
0.00000000,0.78666667,0.42166667,secure_modular,1.00000000,0.37500000,0.00000000,1.16937760,0.30804427,0.11862240,renew
0.00000000,0.80000000,0.42166667,secure_modular,1.00000000,0.36875000,0.00000000,1.16966813,0.30833480,0.11833187,renew
0.00000000,0.00000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.01333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.02666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.04000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.05333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.06666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.08000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.09333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.10666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.12000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.13333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.14666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.16000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.17333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.18666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.20000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.21333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.22666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.24000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.25333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.26666667,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.28000000,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.29333333,0.44000000,ownership,0.00000000,0.00000000,0.00000000,0.89300000,0.05000000,0.00000000,none
0.00000000,0.30666667,0.44000000,secure_modular,1.00000000,0.96195652,0.00000000,1.11116498,0.26816498,0.17683502,renew
0.00000000,0.32000000,0.44000000,secure_modular,1.00000000,0.92187500,0.00000000,1.11588416,0.27288416,0.17211584,renew
0.00000000,0.33333333,0.44000000,secure_modular,1.00000000,0.88500000,0.00000000,1.12004844,0.27704844,0.16795156,renew
0.00000000,0.34666667,0.44000000,secure_modular,1.00000000,0.85096154,0.00000000,1.12374153,0.28074153,0.16425847,renew
0.00000000,0.36000000,0.44000000,secure_modular,1.00000000,0.81944444,0.00000000,1.12703193,0.28403193,0.16096807,renew
0.00000000,0.37333333,0.44000000,secure_modular,1.00000000,0.79017857,0.00000000,1.12997611,0.28697611,0.15802389,renew
0.00000000,0.38666667,0.44000000,secure_modular,1.00000000,0.76293103,0.00000000,1.13262101,0.28962101,0.15537899,renew
0.00000000,0.40000000,0.44000000,secure_modular,1.00000000,0.73750000,0.00000000,1.13500586,0.29200586,0.15299414,renew
0.00000000,0.41333333,0.44000000,secure_modular,1.00000000,0.71370968,0.00000000,1.13716366,0.29416366,0.15083634,renew
0.00000000,0.42666667,0.44000000,secure_modular,1.00000000,0.69140625,0.00000000,1.13912234,0.29612234,0.14887766,renew
0.00000000,0.44000000,0.44000000,secure_modular,1.00000000,0.67045455,0.00000000,1.14090567,0.29790567,0.14709433,renew
0.00000000,0.45333333,0.44000000,secure_modular,1.00000000,0.65073529,0.00000000,1.14253397,0.29953397,0.14546603,renew
0.00000000,0.46666667,0.44000000,secure_modular,1.00000000,0.63214286,0.00000000,1.14402471,0.30102471,0.14397529,renew
0.00000000,0.48000000,0.44000000,secure_modular,1.00000000,0.61458333,0.00000000,1.14539296,0.30239296,0.14260704,renew
0.00000000,0.49333333,0.44000000,secure_modular,1.00000000,0.59797297,0.00000000,1.14665177,0.30365177,0.14134823,renew
0.00000000,0.50666667,0.44000000,secure_modular,1.00000000,0.58223684,0.00000000,1.14781252,0.30481252,0.14018748,renew
0.00000000,0.52000000,0.44000000,secure_modular,1.00000000,0.56730769,0.00000000,1.14888512,0.30588512,0.13911488,renew
0.00000000,0.53333333,0.44000000,secure_modular,1.00000000,0.55312500,0.00000000,1.14987830,0.30687830,0.13812170,renew
0.00000000,0.54666667,0.44000000,secure_modular,1.00000000,0.53963415,0.00000000,1.15079969,0.30779969,0.13720031,renew
0.00000000,0.56000000,0.44000000,secure_modular,1.00000000,0.52678571,0.00000000,1.15165605,0.30865605,0.13634395,renew
0.00000000,0.57333333,0.44000000,secure_modular,1.00000000,0.51453488,0.00000000,1.15245337,0.30945337,0.13554663,renew
0.00000000,0.58666667,0.44000000,secure_modular,1.00000000,0.50284091,0.00000000,1.15319694,0.31019694,0.13480306,renew
0.00000000,0.60000000,0.44000000,secure_modular,1.00000000,0.49166667,0.00000000,1.15389149,0.31089149,0.13410851,renew
0.00000000,0.61333333,0.44000000,secure_modular,1.00000000,0.48097826,0.00000000,1.15454124,0.31154124,0.13345876,renew
0.00000000,0.62666667,0.44000000,secure_modular,1.00000000,0.47074468,0.00000000,1.15514997,0.31214997,0.13285003,renew
0.00000000,0.64000000,0.44000000,secure_modular,1.00000000,0.46093750,0.00000000,1.15572104,0.31272104,0.13227896,renew
0.00000000,0.65333333,0.44000000,secure_modular,1.00000000,0.45153061,0.00000000,1.15625751,0.31325751,0.13174249,renew
0.00000000,0.66666667,0.44000000,secure_modular,1.00000000,0.44250000,0.00000000,1.15676211,0.31376211,0.13123789,renew
0.00000000,0.68000000,0.44000000,secure_modular,1.00000000,0.43382353,0.00000000,1.15723732,0.31423732,0.13076268,renew
0.00000000,0.69333333,0.44000000,secure_modular,1.00000000,0.42548077,0.00000000,1.15768538,0.31468538,0.13031462,renew
0.00000000,0.70666667,0.44000000,secure_modular,1.00000000,0.41745283,0.00000000,1.15810832,0.31510832,0.12989168,renew
0.00000000,0.72000000,0.44000000,secure_modular,1.00000000,0.40972222,0.00000000,1.15850798,0.31550798,0.12949202,renew
0.00000000,0.73333333,0.44000000,secure_modular,1.00000000,0.40227273,0.00000000,1.15888604,0.31588604,0.12911396,renew
0.00000000,0.74666667,0.44000000,secure_modular,1.00000000,0.39508929,0.00000000,1.15924403,0.31624403,0.12875597,renew
0.00000000,0.76000000,0.44000000,secure_modular,1.00000000,0.38815789,0.00000000,1.15958334,0.31658334,0.12841666,renew
0.00000000,0.77333333,0.44000000,secure_modular,1.00000000,0.38146552,0.00000000,1.15990525,0.31690525,0.12809475,renew
0.00000000,0.78666667,0.44000000,secure_modular,1.00000000,0.37500000,0.00000000,1.16021094,0.31721094,0.12778906,renew
0.00000000,0.80000000,0.44000000,secure_modular,1.00000000,0.36875000,0.00000000,1.16050146,0.31750146,0.12749854,renew
0.00000000,0.00000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.01333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.02666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.04000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.05333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.06666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.08000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.09333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.10666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.12000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.13333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.14666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.16000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.17333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.18666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.20000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.21333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.22666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.24000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.25333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.26666667,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.28000000,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.29333333,0.45833333,ownership,0.00000000,0.00000000,0.00000000,0.87466667,0.05000000,0.00000000,none
0.00000000,0.30666667,0.45833333,secure_modular,1.00000000,0.96195652,0.00000000,1.10199831,0.27733164,0.18600169,renew
0.00000000,0.32000000,0.45833333,secure_modular,1.00000000,0.92187500,0.00000000,1.10671749,0.28205082,0.18128251,renew
0.00000000,0.33333333,0.45833333,secure_modular,1.00000000,0.88500000,0.00000000,1.11088177,0.28621510,0.17711823,renew
0.00000000,0.34666667,0.45833333,secure_modular,1.00000000,0.85096154,0.00000000,1.11457486,0.28990820,0.17342514,renew
0.00000000,0.36000000,0.45833333,secure_modular,1.00000000,0.81944444,0.00000000,1.11786526,0.29319859,0.17013474,renew
0.00000000,0.37333333,0.45833333,secure_modular,1.00000000,0.79017857,0.00000000,1.12080945,0.29614278,0.16719055,renew
0.00000000,0.38666667,0.45833333,secure_modular,1.00000000,0.76293103,0.00000000,1.12345435,0.29878768,0.16454565,renew
0.00000000,0.40000000,0.45833333,secure_modular,1.00000000,0.73750000,0.00000000,1.12583919,0.30117253,0.16216081,renew
0.00000000,0.41333333,0.45833333,secure_modular,1.00000000,0.71370968,0.00000000,1.12799699,0.30333032,0.16000301,renew
0.00000000,0.42666667,0.45833333,secure_modular,1.00000000,0.69140625,0.00000000,1.12995567,0.30528900,0.15804433,renew
0.00000000,0.44000000,0.45833333,secure_modular,1.00000000,0.67045455,0.00000000,1.13173900,0.30707234,0.15626100,renew
