leakage,integration_cost,p_modular,p_withholding,p_ownership,p_no_trade,p_agreement,mean_disclosure,mean_context_use,mean_protection,mean_owner_payoff,mean_provider_payoff,mean_transfer_to_provider
0.48333333,0.10500000,0.00100000,0.00000000,0.99900000,0.00000000,0.00100000,0.00100000,1.00000000,0.00012706,0.66844317,0.00001065,-0.00002836
0.50000000,0.10500000,0.00080000,0.00000000,0.99920000,0.00000000,0.00080000,0.00080000,1.00000000,0.00009745,0.66844091,0.00000839,-0.00002229
0.51666667,0.10500000,0.00060000,0.00000000,0.99940000,0.00000000,0.00060000,0.00060000,1.00000000,0.00007231,0.66843932,0.00000680,-0.00001604
0.53333333,0.10500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00005113,0.66843825,0.00000573,-0.00000756
0.55000000,0.10500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00005273,0.66843750,0.00000498,-0.00000858
0.56666667,0.10500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00005432,0.66843676,0.00000424,-0.00000959
0.58333333,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00002841,0.66843615,0.00000363,-0.00000309
0.60000000,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00002922,0.66843579,0.00000327,-0.00000356
0.61666667,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003003,0.66843544,0.00000292,-0.00000402
0.63333333,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003085,0.66843509,0.00000257,-0.00000448
0.65000000,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003166,0.66843473,0.00000221,-0.00000493
0.66666667,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003247,0.66843438,0.00000186,-0.00000538
0.68333333,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003328,0.66843403,0.00000151,-0.00000582
0.70000000,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003409,0.66843369,0.00000116,-0.00000626
0.71666667,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003490,0.66843334,0.00000082,-0.00000669
0.73333333,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003572,0.66843299,0.00000047,-0.00000711
0.75000000,0.10500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003653,0.66843265,0.00000013,-0.00000753
0.76666667,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.78333333,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.80000000,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.81666667,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.83333333,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.85000000,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.86666667,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.88333333,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.90000000,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.91666667,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.93333333,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.95000000,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.96666667,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.98333333,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
1.00000000,0.10500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.66843252,0.00000000,0.00000000
0.00000000,0.12000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.71325890,0.05976850,0.05976850
0.01666667,0.12000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00869508,0.70701250,0.05352211,0.04942154
0.03333333,0.12000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.01739016,0.70081388,0.04732348,0.03928160
0.05000000,0.12000000,0.99900000,0.00000000,0.00100000,0.00000000,0.99900000,0.99900000,1.00000000,0.02603590,0.69466715,0.04117676,0.02937246
0.06666667,0.12000000,0.99140000,0.00000000,0.00860000,0.00000000,0.99140000,0.99140000,1.00000000,0.03424901,0.68861207,0.03512167,0.01990440
0.08333333,0.12000000,0.96240000,0.00000000,0.03760000,0.00000000,0.96240000,0.96240000,1.00000000,0.04082265,0.68277248,0.02928209,0.01146073
0.10000000,0.12000000,0.90420000,0.00000000,0.09580000,0.00000000,0.90420000,0.90420000,1.00000000,0.04474591,0.67734869,0.02385829,0.00463240
0.11666667,0.12000000,0.81640000,0.00000000,0.18360000,0.00000000,0.81640000,0.81640000,1.00000000,0.04555356,0.67252769,0.01903730,-0.00026989
0.13333333,0.12000000,0.71740000,0.00000000,0.28260000,0.00000000,0.71740000,0.71740000,1.00000000,0.04431044,0.66839874,0.01490834,-0.00357374
0.15000000,0.12000000,0.61020000,0.00000000,0.38980000,0.00000000,0.61020000,0.61020000,1.00000000,0.04085274,0.66496484,0.01147444,-0.00534723
0.16666667,0.12000000,0.50960000,0.00000000,0.49040000,0.00000000,0.50960000,0.50960000,1.00000000,0.03666323,0.66220586,0.00871547,-0.00613226
0.18333333,0.12000000,0.40680000,0.00000000,0.59320000,0.00000000,0.40680000,0.40680000,1.00000000,0.03098074,0.66004840,0.00655800,-0.00583768
0.20000000,0.12000000,0.32300000,0.00000000,0.67700000,0.00000000,0.32300000,0.32300000,1.00000000,0.02580851,0.65840107,0.00491068,-0.00533770
0.21666667,0.12000000,0.25680000,0.00000000,0.74320000,0.00000000,0.25680000,0.25680000,1.00000000,0.02141742,0.65714658,0.00365619,-0.00480363
0.23333333,0.12000000,0.19760000,0.00000000,0.80240000,0.00000000,0.19760000,0.19760000,1.00000000,0.01711170,0.65619913,0.00270873,-0.00399116
0.25000000,0.12000000,0.15220000,0.00000000,0.84780000,0.00000000,0.15220000,0.15220000,1.00000000,0.01354223,0.65549879,0.00200840,-0.00330326
0.26666667,0.12000000,0.11380000,0.00000000,0.88620000,0.00000000,0.11380000,0.11380000,1.00000000,0.01044584,0.65499068,0.00150029,-0.00255506
0.28333333,0.12000000,0.08940000,0.00000000,0.91060000,0.00000000,0.08940000,0.08940000,1.00000000,0.00861944,0.65461326,0.00112286,-0.00215611
0.30000000,0.12000000,0.06680000,0.00000000,0.93320000,0.00000000,0.06680000,0.06680000,1.00000000,0.00664103,0.65432962,0.00083922,-0.00164544
0.31666667,0.12000000,0.05000000,0.00000000,0.95000000,0.00000000,0.05000000,0.05000000,1.00000000,0.00514725,0.65412148,0.00063109,-0.00127065
0.33333333,0.12000000,0.03800000,0.00000000,0.96200000,0.00000000,0.03800000,0.03800000,1.00000000,0.00406953,0.65397224,0.00048185,-0.00098517
0.35000000,0.12000000,0.03060000,0.00000000,0.96940000,0.00000000,0.03060000,0.03060000,1.00000000,0.00338230,0.65385598,0.00036558,-0.00085012
0.36666667,0.12000000,0.02460000,0.00000000,0.97540000,0.00000000,0.02460000,0.02460000,1.00000000,0.00276779,0.65376483,0.00027444,-0.00071937
0.38333333,0.12000000,0.01820000,0.00000000,0.98180000,0.00000000,0.01820000,0.01820000,1.00000000,0.00206519,0.65369605,0.00020565,-0.00053460
0.40000000,0.12000000,0.01420000,0.00000000,0.98580000,0.00000000,0.01420000,0.01420000,1.00000000,0.00161253,0.65364503,0.00015463,-0.00043397
0.41666667,0.12000000,0.01040000,0.00000000,0.98960000,0.00000000,0.01040000,0.01040000,1.00000000,0.00121738,0.65360867,0.00011828,-0.00031723
0.43333333,0.12000000,0.00780000,0.00000000,0.99220000,0.00000000,0.00780000,0.00780000,1.00000000,0.00094094,0.65358170,0.00009131,-0.00024342
0.45000000,0.12000000,0.00660000,0.00000000,0.99340000,0.00000000,0.00660000,0.00660000,1.00000000,0.00082892,0.65356049,0.00007009,-0.00021924
0.46666667,0.12000000,0.00560000,0.00000000,0.99440000,0.00000000,0.00560000,0.00560000,1.00000000,0.00073662,0.65354278,0.00005238,-0.00019752
0.48333333,0.12000000,0.00440000,0.00000000,0.99560000,0.00000000,0.00440000,0.00440000,1.00000000,0.00057099,0.65352805,0.00003765,-0.00015772
0.50000000,0.12000000,0.00340000,0.00000000,0.99660000,0.00000000,0.00340000,0.00340000,1.00000000,0.00044978,0.65351747,0.00002707,-0.00012568
0.51666667,0.12000000,0.00200000,0.00000000,0.99800000,0.00000000,0.00200000,0.00200000,1.00000000,0.00025666,0.65351090,0.00002050,-0.00006611
0.53333333,0.12000000,0.00140000,0.00000000,0.99860000,0.00000000,0.00140000,0.00140000,1.00000000,0.00018969,0.65350662,0.00001622,-0.00004299
0.55000000,0.12000000,0.00120000,0.00000000,0.99880000,0.00000000,0.00120000,0.00120000,1.00000000,0.00016458,0.65350365,0.00001325,-0.00003728
0.56666667,0.12000000,0.00100000,0.00000000,0.99900000,0.00000000,0.00100000,0.00100000,1.00000000,0.00014896,0.65350118,0.00001079,-0.00003218
0.58333333,0.12000000,0.00080000,0.00000000,0.99920000,0.00000000,0.00080000,0.00080000,1.00000000,0.00011369,0.65349918,0.00000878,-0.00002509
0.60000000,0.12000000,0.00060000,0.00000000,0.99940000,0.00000000,0.00060000,0.00060000,1.00000000,0.00008398,0.65349778,0.00000739,-0.00001780
0.61666667,0.12000000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00005912,0.65349685,0.00000646,-0.00000809
0.63333333,0.12000000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00006071,0.65349612,0.00000572,-0.00000905
0.65000000,0.12000000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00006231,0.65349538,0.00000499,-0.00001000
0.66666667,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003247,0.65349467,0.00000428,-0.00000297
0.68333333,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003328,0.65349432,0.00000393,-0.00000341
0.70000000,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003409,0.65349397,0.00000358,-0.00000384
0.71666667,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003490,0.65349363,0.00000323,-0.00000427
0.73333333,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003572,0.65349328,0.00000289,-0.00000470
0.75000000,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003653,0.65349294,0.00000254,-0.00000512
0.76666667,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003734,0.65349260,0.00000220,-0.00000553
0.78333333,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003815,0.65349225,0.00000186,-0.00000594
0.80000000,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003896,0.65349191,0.00000152,-0.00000634
0.81666667,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003978,0.65349158,0.00000118,-0.00000673
0.83333333,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004059,0.65349124,0.00000084,-0.00000712
0.85000000,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004140,0.65349090,0.00000051,-0.00000751
0.86666667,0.12000000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004221,0.65349057,0.00000017,-0.00000789
0.88333333,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.90000000,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.91666667,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.93333333,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.95000000,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.96666667,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.98333333,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
1.00000000,0.12000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.65349039,0.00000000,0.00000000
0.00000000,0.13500000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.70578784,0.06723957,0.06723957
0.01666667,0.13500000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00869508,0.69954144,0.06099317,0.05689260
0.03333333,0.13500000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.01739016,0.69334282,0.05479455,0.04675266
0.05000000,0.13500000,0.99940000,0.00000000,0.00060000,0.00000000,0.99940000,0.99940000,1.00000000,0.02605363,0.68719305,0.04864478,0.03683273
0.06666667,0.13500000,0.99560000,0.00000000,0.00440000,0.00000000,0.99560000,0.99560000,1.00000000,0.03449905,0.68110964,0.04256137,0.02723451
0.08333333,0.13500000,0.98180000,0.00000000,0.01820000,0.00000000,0.98180000,0.98180000,1.00000000,0.04213503,0.67515778,0.03660951,0.01825249
0.10000000,0.13500000,0.94580000,0.00000000,0.05420000,0.00000000,0.94580000,0.94580000,1.00000000,0.04779214,0.66947551,0.03092725,0.01047552
0.11666667,0.13500000,0.88880000,0.00000000,0.11120000,0.00000000,0.88880000,0.88880000,1.00000000,0.05098147,0.66421975,0.02567148,0.00416494
0.13333333,0.13500000,0.80740000,0.00000000,0.19260000,0.00000000,0.80740000,0.80740000,1.00000000,0.05135068,0.65952332,0.02097505,-0.00035541
0.15000000,0.13500000,0.72080000,0.00000000,0.27920000,0.00000000,0.72080000,0.72080000,1.00000000,0.05017124,0.65543862,0.01689035,-0.00362592
0.16666667,0.13500000,0.62900000,0.00000000,0.37100000,0.00000000,0.62900000,0.62900000,1.00000000,0.04726154,0.65196697,0.01341870,-0.00560380
0.18333333,0.13500000,0.53320000,0.00000000,0.46680000,0.00000000,0.53320000,0.53320000,1.00000000,0.04258773,0.64909634,0.01054807,-0.00635239
0.20000000,0.13500000,0.44540000,0.00000000,0.55460000,0.00000000,0.44540000,0.44540000,1.00000000,0.03766979,0.64677624,0.00822797,-0.00650495
0.21666667,0.13500000,0.36240000,0.00000000,0.63760000,0.00000000,0.36240000,0.36240000,1.00000000,0.03197309,0.64492839,0.00638013,-0.00601863
0.23333333,0.13500000,0.29420000,0.00000000,0.70580000,0.00000000,0.29420000,0.29420000,1.00000000,0.02712020,0.64348216,0.00493389,-0.00549040
0.25000000,0.13500000,0.23940000,0.00000000,0.76060000,0.00000000,0.23940000,0.23940000,1.00000000,0.02280027,0.64234000,0.00379173,-0.00494056
0.26666667,0.13500000,0.19000000,0.00000000,0.81000000,0.00000000,0.19000000,0.19000000,1.00000000,0.01873175,0.64145983,0.00291156,-0.00419414
0.28333333,0.13500000,0.15080000,0.00000000,0.84920000,0.00000000,0.15080000,0.15080000,1.00000000,0.01519966,0.64078403,0.00223576,-0.00355140
0.30000000,0.13500000,0.11520000,0.00000000,0.88480000,0.00000000,0.11520000,0.11520000,1.00000000,0.01192423,0.64027665,0.00172839,-0.00276233
0.31666667,0.13500000,0.09340000,0.00000000,0.90660000,0.00000000,0.09340000,0.09340000,1.00000000,0.01009680,0.63988888,0.00134062,-0.00239133
0.33333333,0.13500000,0.07440000,0.00000000,0.92560000,0.00000000,0.07440000,0.07440000,1.00000000,0.00830165,0.63958430,0.00103603,-0.00197878
0.35000000,0.13500000,0.05760000,0.00000000,0.94240000,0.00000000,0.05760000,0.05760000,1.00000000,0.00661680,0.63935326,0.00080499,-0.00156329
0.36666667,0.13500000,0.04380000,0.00000000,0.95620000,0.00000000,0.04380000,0.04380000,1.00000000,0.00518230,0.63917897,0.00063070,-0.00120157
0.38333333,0.13500000,0.03580000,0.00000000,0.96420000,0.00000000,0.03580000,0.03580000,1.00000000,0.00441775,0.63904600,0.00049773,-0.00102277
0.40000000,0.13500000,0.02920000,0.00000000,0.97080000,0.00000000,0.02920000,0.02920000,1.00000000,0.00366500,0.63893753,0.00038926,-0.00087608
0.41666667,0.13500000,0.02380000,0.00000000,0.97620000,0.00000000,0.02380000,0.02380000,1.00000000,0.00304118,0.63885012,0.00030186,-0.00074674
0.43333333,0.13500000,0.01880000,0.00000000,0.98120000,0.00000000,0.01880000,0.01880000,1.00000000,0.00244551,0.63878224,0.00023397,-0.00059529
0.45000000,0.13500000,0.01520000,0.00000000,0.98480000,0.00000000,0.01520000,0.01520000,1.00000000,0.00198486,0.63873023,0.00018196,-0.00050060
0.46666667,0.13500000,0.01100000,0.00000000,0.98900000,0.00000000,0.01100000,0.01100000,1.00000000,0.00146448,0.63869130,0.00014303,-0.00035434
0.48333333,0.13500000,0.00900000,0.00000000,0.99100000,0.00000000,0.00900000,0.00900000,1.00000000,0.00123616,0.63866208,0.00011381,-0.00029943
0.50000000,0.13500000,0.00720000,0.00000000,0.99280000,0.00000000,0.00720000,0.00720000,1.00000000,0.00101501,0.63863914,0.00009087,-0.00025037
0.51666667,0.13500000,0.00620000,0.00000000,0.99380000,0.00000000,0.00620000,0.00620000,1.00000000,0.00089086,0.63861962,0.00007135,-0.00022267
0.53333333,0.13500000,0.00540000,0.00000000,0.99460000,0.00000000,0.00540000,0.00540000,1.00000000,0.00080872,0.63860318,0.00005491,-0.00020651
0.55000000,0.13500000,0.00440000,0.00000000,0.99560000,0.00000000,0.00440000,0.00440000,1.00000000,0.00064975,0.63858910,0.00004083,-0.00017026
0.56666667,0.13500000,0.00340000,0.00000000,0.99660000,0.00000000,0.00340000,0.00340000,1.00000000,0.00050975,0.63857882,0.00003055,-0.00013402
0.58333333,0.13500000,0.00200000,0.00000000,0.99800000,0.00000000,0.00200000,0.00200000,1.00000000,0.00028978,0.63857200,0.00002374,-0.00006959
0.60000000,0.13500000,0.00140000,0.00000000,0.99860000,0.00000000,0.00140000,0.00140000,1.00000000,0.00021340,0.63856748,0.00001921,-0.00004421
0.61666667,0.13500000,0.00120000,0.00000000,0.99880000,0.00000000,0.00120000,0.00120000,1.00000000,0.00018452,0.63856436,0.00001609,-0.00003788
0.63333333,0.13500000,0.00100000,0.00000000,0.99900000,0.00000000,0.00100000,0.00100000,1.00000000,0.00016649,0.63856179,0.00001352,-0.00003204
0.65000000,0.13500000,0.00100000,0.00000000,0.99900000,0.00000000,0.00100000,0.00100000,1.00000000,0.00017087,0.63855944,0.00001117,-0.00003496
0.66666667,0.13500000,0.00060000,0.00000000,0.99940000,0.00000000,0.00060000,0.00060000,1.00000000,0.00009331,0.63855763,0.00000936,-0.00001743
0.68333333,0.13500000,0.00060000,0.00000000,0.99940000,0.00000000,0.00060000,0.00060000,1.00000000,0.00009564,0.63855635,0.00000809,-0.00001907
0.70000000,0.13500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00006711,0.63855552,0.00000725,-0.00000833
0.71666667,0.13500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00006870,0.63855480,0.00000653,-0.00000923
0.73333333,0.13500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00007030,0.63855408,0.00000581,-0.00001012
0.75000000,0.13500000,0.00040000,0.00000000,0.99960000,0.00000000,0.00040000,0.00040000,1.00000000,0.00007190,0.63855336,0.00000509,-0.00001100
0.76666667,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003734,0.63855289,0.00000462,-0.00000311
0.78333333,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003815,0.63855254,0.00000428,-0.00000352
0.80000000,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003896,0.63855220,0.00000393,-0.00000392
0.81666667,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00003978,0.63855186,0.00000360,-0.00000432
0.83333333,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004059,0.63855153,0.00000326,-0.00000471
0.85000000,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004140,0.63855119,0.00000292,-0.00000509
0.86666667,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004221,0.63855086,0.00000259,-0.00000547
0.88333333,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004302,0.63855052,0.00000225,-0.00000585
0.90000000,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004383,0.63855019,0.00000192,-0.00000621
0.91666667,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004465,0.63854986,0.00000159,-0.00000657
0.93333333,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004546,0.63854953,0.00000126,-0.00000693
0.95000000,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004627,0.63854920,0.00000093,-0.00000728
0.96666667,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004708,0.63854887,0.00000060,-0.00000763
0.98333333,0.13500000,0.00020000,0.00000000,0.99980000,0.00000000,0.00020000,0.00020000,1.00000000,0.00004789,0.63854855,0.00000028,-0.00000797
1.00000000,0.13500000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.63854827,0.00000000,0.00000000
0.00000000,0.15000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.69831677,0.07471063,0.07471063
0.01666667,0.15000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00869508,0.69207038,0.06846423,0.06436367
0.03333333,0.15000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.01739016,0.68587175,0.06226561,0.05422372
0.05000000,0.15000000,0.99980000,0.00000000,0.00020000,0.00000000,0.99980000,0.99980000,1.00000000,0.02607552,0.67972097,0.05611483,0.04429531
0.06666667,0.15000000,0.99820000,0.00000000,0.00180000,0.00000000,0.99820000,0.99820000,1.00000000,0.03465185,0.67362666,0.05002052,0.03462411
0.08333333,0.15000000,0.99140000,0.00000000,0.00860000,0.00000000,0.99140000,0.99140000,1.00000000,0.04281126,0.66762448,0.04401834,0.02538424
0.10000000,0.15000000,0.97000000,0.00000000,0.03000000,0.00000000,0.97000000,0.97000000,1.00000000,0.04956957,0.66179330,0.03818715,0.01699881
0.11666667,0.15000000,0.93260000,0.00000000,0.06740000,0.00000000,0.93260000,0.93260000,1.00000000,0.05462682,0.65626254,0.03265640,0.00973344
0.13333333,0.15000000,0.87720000,0.00000000,0.12280000,0.00000000,0.87720000,0.87720000,1.00000000,0.05722612,0.65114732,0.02754118,0.00385370
0.15000000,0.15000000,0.80220000,0.00000000,0.19780000,0.00000000,0.80220000,0.80220000,1.00000000,0.05730764,0.64655422,0.02294808,-0.00039296
0.16666667,0.15000000,0.72320000,0.00000000,0.27680000,0.00000000,0.72320000,0.72320000,1.00000000,0.05603354,0.64250591,0.01889977,-0.00354960
0.18333333,0.15000000,0.64040000,0.00000000,0.35960000,0.00000000,0.64040000,0.64040000,1.00000000,0.05316078,0.63900610,0.01539996,-0.00556914
0.20000000,0.15000000,0.55560000,0.00000000,0.44440000,0.00000000,0.55560000,0.55560000,1.00000000,0.04876523,0.63604170,0.01243556,-0.00656448
0.21666667,0.15000000,0.47300000,0.00000000,0.52700000,0.00000000,0.47300000,0.47300000,1.00000000,0.04380931,0.63358227,0.00997613,-0.00680840
0.23333333,0.15000000,0.39800000,0.00000000,0.60200000,0.00000000,0.39800000,0.39800000,1.00000000,0.03852362,0.63156640,0.00796026,-0.00664189
0.25000000,0.15000000,0.33280000,0.00000000,0.66720000,0.00000000,0.33280000,0.33280000,1.00000000,0.03357742,0.62994300,0.00633686,-0.00623079
0.26666667,0.15000000,0.27620000,0.00000000,0.72380000,0.00000000,0.27620000,0.27620000,1.00000000,0.02883333,0.62863488,0.00502874,-0.00568931
0.28333333,0.15000000,0.22760000,0.00000000,0.77240000,0.00000000,0.22760000,0.22760000,1.00000000,0.02442493,0.62757480,0.00396865,-0.00510770
0.30000000,0.15000000,0.18540000,0.00000000,0.81460000,0.00000000,0.18540000,0.18540000,1.00000000,0.02050728,0.62674146,0.00313532,-0.00439044
0.31666667,0.15000000,0.15080000,0.00000000,0.84920000,0.00000000,0.15080000,0.15080000,1.00000000,0.01702817,0.62608214,0.00247599,-0.00379331
0.33333333,0.15000000,0.11800000,0.00000000,0.88200000,0.00000000,0.11800000,0.11800000,1.00000000,0.01367750,0.62557313,0.00196699,-0.00299981
0.35000000,0.15000000,0.09760000,0.00000000,0.90240000,0.00000000,0.09760000,0.09760000,1.00000000,0.01176326,0.62517569,0.00156955,-0.00261373
